name,u,policy,warm,rtol,index,input_radius,selected_radius,radius_lo,uncertainty,t_seed,d14_condition,t_seed_valid,topology_reused,precision_tier,double_reason,dd_reason,qf_reason,double_residual,dd_residual
case92,0.5,None,0,0.0001,0,2.8718450722836635,2.8718450722836635,1.7476380740619819e-16,4.4408920985006262e-16,5.2128592514906652e-05,9.411402292476735e-08,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,1.0810208948367599e-32
case92,0.5,None,0,0.0001,1,2.8718713969230567,2.8718713969230567,1.3486394756442675e-17,4.4408920985006262e-16,-5.8144873740262261e-05,6.5746463356907653e-08,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,2.8527653757951423e-33
case92,0.5,None,0,0.0001,2,2.8719386762112986,2.8719386762112986,1.6356819551009397e-16,4.4408920985006262e-16,-0.0018929293544874377,2.1651903895078026e-07,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,3.3140770482792288e-34
case92,0.5,None,0,0.0001,3,2.8727838739949267,2.8727838739949267,-7.696473345676539e-18,4.4408920985006262e-16,0.0064440740558814862,2.9414332563704246e-05,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,3.1436015399345289e-31
case92,0.5,None,0,0.0001,4,4.4816567102994718,4.4816567102994718,8.1949764199722673e-17,8.8817841970012523e-16,-0.095016029425838117,6.9827542792186383,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,1.4791101845394014e-31
case92,0.5,None,0,0.0001,5,4.537577559496353,4.537577559496353,7.5040812792126727e-17,8.8817841970012523e-16,0.088758369699376602,2.9800139416187239,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,1.7256294063751444e-31
case92,0.5,None,0,0.0001,6,4.6917416729446453,4.6917416729446453,6.9338383547454321e-17,8.8817841970012523e-16,-0.066432377474443291,1.0770494510200064,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,2.2186679775450449e-31
case92,0.5,None,0,0.0001,7,4.8542450307615166,4.8542450307615166,3.3058141806194584e-16,8.8817841970012523e-16,-0.018329917217547474,0.02789987445686035,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,2.4245705314019943e-31
case92,0.5,None,0,0.0001,8,4.866953266780869,4.866953266780869,8.4046432330425455e-17,8.8817841970012523e-16,-4.7063139856516203e-06,7.565372434337112e-05,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,6.6778403289164233e-33
case92,0.5,None,0,0.0001,9,4.8669796170488171,4.8669796170488171,4.4212837980711734e-16,8.8817841970012523e-16,2.4909574265572222e-06,7.5853208967081805e-05,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,8.6616404310260296e-33
case92,0.5,None,1,0.001,0,2.8718452293036472,2.8718452293036472,-4.3996222410083855e-17,4.4408920985006262e-16,5.2140542835503211e-05,9.4121410342378702e-08,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,3.5163828351990533e-33
case92,0.5,None,1,0.001,1,2.871871553933107,2.871871553933107,-1.6258789819184433e-16,4.4408920985006262e-16,-5.8159576401859073e-05,6.5740218378600899e-08,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,8.0511287756305291e-33
case92,0.5,None,1,0.001,2,2.8719387949787984,2.8719387949787984,-1.8725633718144081e-16,4.4408920985006262e-16,-0.0018924707482412281,2.1641149339758255e-07,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,6.0611038178189677e-31
case92,0.5,None,1,0.001,3,2.8727835856910917,2.8727835856910917,-8.6038744781767836e-17,4.4408920985006262e-16,0.0064425234341599314,2.9400200299990064e-05,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,6.3154335147968581e-32
case92,0.5,None,1,0.001,4,4.4823442720956459,4.4823442720956459,-4.0577840163277109e-16,8.8817841970012523e-16,-0.094943566929960879,6.986441874647392,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,4.9303672845233548e-32
case92,0.5,None,1,0.001,5,4.5384012074252054,4.5384012074252054,-1.0510200371583371e-16,8.8817841970012523e-16,0.088660442000728049,2.9739907664313368,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,6.2577210267245709e-32
case92,0.5,None,1,0.001,6,4.692776861832642,4.692776861832642,5.9116859923117183e-17,8.8817841970012523e-16,-0.066246592817077579,1.0638461200522433,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,7.3955599734359126e-32
case92,0.5,None,1,0.001,7,4.8541301681147653,4.8541301681147653,9.1119506997165383e-17,8.8817841970012523e-16,-0.018412301459656086,0.028089353281941058,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,4.3362074322400138e-32
case92,0.5,None,1,0.001,8,4.8669534239180123,4.8669534239180123,-2.3479114708382012e-16,8.8817841970012523e-16,-4.6931007083616759e-06,7.5654584192959881e-05,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,7.926349954487747e-33
case92,0.5,None,1,0.001,9,4.8669797741923198,4.8669797741923198,-3.008581645566836e-16,8.8817841970012523e-16,2.4777634153901652e-06,7.5852631366317319e-05,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,6.480917308829729e-33
case92,0.5,None,1,0.0001,0,2.8718452293036472,2.8718452293036472,-4.3996222410083855e-17,4.4408920985006262e-16,5.2140542835503211e-05,9.4121410342378702e-08,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,3.5163828351990533e-33
case92,0.5,None,1,0.0001,1,2.871871553933107,2.871871553933107,-1.6258789819184433e-16,4.4408920985006262e-16,-5.8159576401859073e-05,6.5740218378600899e-08,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,8.0511287756305291e-33
case92,0.5,None,1,0.0001,2,2.8719387949787984,2.8719387949787984,-1.8725633718144081e-16,4.4408920985006262e-16,-0.0018924707482412281,2.1641149339758255e-07,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,6.0611038178189677e-31
case92,0.5,None,1,0.0001,3,2.8727835856910917,2.8727835856910917,-8.6038744781767836e-17,4.4408920985006262e-16,0.0064425234341599314,2.9400200299990064e-05,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,6.3154335147968581e-32
case92,0.5,None,1,0.0001,4,4.4823442720956459,4.4823442720956459,-4.0577840163277109e-16,8.8817841970012523e-16,-0.094943566929960879,6.986441874647392,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,4.9303672845233548e-32
case92,0.5,None,1,0.0001,5,4.5384012074252054,4.5384012074252054,-1.0510200371583371e-16,8.8817841970012523e-16,0.088660442000728049,2.9739907664313368,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,6.2577210267245709e-32
case92,0.5,None,1,0.0001,6,4.692776861832642,4.692776861832642,5.9116859923117183e-17,8.8817841970012523e-16,-0.066246592817077579,1.0638461200522433,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,7.3955599734359126e-32
case92,0.5,None,1,0.0001,7,4.8541301681147653,4.8541301681147653,9.1119506997165383e-17,8.8817841970012523e-16,-0.018412301459656086,0.028089353281941058,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,4.3362074322400138e-32
case92,0.5,None,1,0.0001,8,4.8669534239180123,4.8669534239180123,-2.3479114708382012e-16,8.8817841970012523e-16,-4.6931007083616759e-06,7.5654584192959881e-05,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,7.926349954487747e-33
case92,0.5,None,1,0.0001,9,4.8669797741923198,4.8669797741923198,-3.008581645566836e-16,8.8817841970012523e-16,2.4777634153901652e-06,7.5852631366317319e-05,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,6.480917308829729e-33
case92,0.5,ValueFirst,0,0.001,0,2.8718450722836635,2.8718450722836635,1.7476380740619819e-16,4.4408920985006262e-16,5.2128592514906652e-05,9.411402292476735e-08,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,1.0810208948367599e-32
case92,0.5,ValueFirst,0,0.001,1,2.8718713969230567,2.8718713969230567,1.3486394756442675e-17,4.4408920985006262e-16,-5.8144873740262261e-05,6.5746463356907653e-08,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,2.8527653757951423e-33
case92,0.5,ValueFirst,0,0.001,2,2.8719386762112986,2.8719386762112986,1.6356819551009397e-16,4.4408920985006262e-16,-0.0018929293544874377,2.1651903895078026e-07,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,3.3140770482792288e-34
case92,0.5,ValueFirst,0,0.001,3,2.8727838739949267,2.8727838739949267,-7.696473345676539e-18,4.4408920985006262e-16,0.0064440740558814862,2.9414332563704246e-05,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,3.1436015399345289e-31
case92,0.5,ValueFirst,0,0.001,4,4.4816567102994718,4.4816567102994718,8.1949764199722673e-17,8.8817841970012523e-16,-0.095016029425838117,6.9827542792186383,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,1.4791101845394014e-31
case92,0.5,ValueFirst,0,0.001,5,4.537577559496353,4.537577559496353,7.5040812792126727e-17,8.8817841970012523e-16,0.088758369699376602,2.9800139416187239,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,1.7256294063751444e-31
case92,0.5,ValueFirst,0,0.001,6,4.6917416729446453,4.6917416729446453,6.9338383547454321e-17,8.8817841970012523e-16,-0.066432377474443291,1.0770494510200064,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,2.2186679775450449e-31
case92,0.5,ValueFirst,0,0.001,7,4.8542450307615166,4.8542450307615166,3.3058141806194584e-16,8.8817841970012523e-16,-0.018329917217547474,0.02789987445686035,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,2.4245705314019943e-31
case92,0.5,ValueFirst,0,0.001,8,4.866953266780869,4.866953266780869,8.4046432330425455e-17,8.8817841970012523e-16,-4.7063139856516203e-06,7.565372434337112e-05,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,6.6778403289164233e-33
case92,0.5,ValueFirst,0,0.001,9,4.8669796170488171,4.8669796170488171,4.4212837980711734e-16,8.8817841970012523e-16,2.4909574265572222e-06,7.5853208967081805e-05,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,8.6616404310260296e-33
case92,0.5,ValueFirst,0,0.0001,0,2.8718450722836635,2.8718450722836635,1.7476380740619819e-16,4.4408920985006262e-16,5.2128592514906652e-05,9.411402292476735e-08,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,1.0810208948367599e-32
case92,0.5,ValueFirst,0,0.0001,1,2.8718713969230567,2.8718713969230567,1.3486394756442675e-17,4.4408920985006262e-16,-5.8144873740262261e-05,6.5746463356907653e-08,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,2.8527653757951423e-33
case92,0.5,ValueFirst,0,0.0001,2,2.8719386762112986,2.8719386762112986,1.6356819551009397e-16,4.4408920985006262e-16,-0.0018929293544874377,2.1651903895078026e-07,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,3.3140770482792288e-34
case92,0.5,ValueFirst,0,0.0001,3,2.8727838739949267,2.8727838739949267,-7.696473345676539e-18,4.4408920985006262e-16,0.0064440740558814862,2.9414332563704246e-05,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,3.1436015399345289e-31
case92,0.5,ValueFirst,0,0.0001,4,4.4816567102994718,4.4816567102994718,8.1949764199722673e-17,8.8817841970012523e-16,-0.095016029425838117,6.9827542792186383,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,1.4791101845394014e-31
case92,0.5,ValueFirst,0,0.0001,5,4.537577559496353,4.537577559496353,7.5040812792126727e-17,8.8817841970012523e-16,0.088758369699376602,2.9800139416187239,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,1.7256294063751444e-31
case92,0.5,ValueFirst,0,0.0001,6,4.6917416729446453,4.6917416729446453,6.9338383547454321e-17,8.8817841970012523e-16,-0.066432377474443291,1.0770494510200064,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,2.2186679775450449e-31
case92,0.5,ValueFirst,0,0.0001,7,4.8542450307615166,4.8542450307615166,3.3058141806194584e-16,8.8817841970012523e-16,-0.018329917217547474,0.02789987445686035,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,2.4245705314019943e-31
case92,0.5,ValueFirst,0,0.0001,8,4.866953266780869,4.866953266780869,8.4046432330425455e-17,8.8817841970012523e-16,-4.7063139856516203e-06,7.565372434337112e-05,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,6.6778403289164233e-33
case92,0.5,ValueFirst,0,0.0001,9,4.8669796170488171,4.8669796170488171,4.4212837980711734e-16,8.8817841970012523e-16,2.4909574265572222e-06,7.5853208967081805e-05,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,8.6616404310260296e-33
case92,0.5,ValueFirst,1,0.001,0,2.8718452293036472,2.8718452293036472,-4.3996222410083855e-17,4.4408920985006262e-16,5.2140542835503211e-05,9.4121410342378702e-08,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,3.5163828351990533e-33
case92,0.5,ValueFirst,1,0.001,1,2.871871553933107,2.871871553933107,-1.6258789819184433e-16,4.4408920985006262e-16,-5.8159576401859073e-05,6.5740218378600899e-08,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,8.0511287756305291e-33
case92,0.5,ValueFirst,1,0.001,2,2.8719387949787984,2.8719387949787984,-1.8725633718144081e-16,4.4408920985006262e-16,-0.0018924707482412281,2.1641149339758255e-07,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,6.0611038178189677e-31
case92,0.5,ValueFirst,1,0.001,3,2.8727835856910917,2.8727835856910917,-8.6038744781767836e-17,4.4408920985006262e-16,0.0064425234341599314,2.9400200299990064e-05,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,6.3154335147968581e-32
case92,0.5,ValueFirst,1,0.001,4,4.4823442720956459,4.4823442720956459,-4.0577840163277109e-16,8.8817841970012523e-16,-0.094943566929960879,6.986441874647392,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,4.9303672845233548e-32
case92,0.5,ValueFirst,1,0.001,5,4.5384012074252054,4.5384012074252054,-1.0510200371583371e-16,8.8817841970012523e-16,0.088660442000728049,2.9739907664313368,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,6.2577210267245709e-32
case92,0.5,ValueFirst,1,0.001,6,4.692776861832642,4.692776861832642,5.9116859923117183e-17,8.8817841970012523e-16,-0.066246592817077579,1.0638461200522433,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,7.3955599734359126e-32
case92,0.5,ValueFirst,1,0.001,7,4.8541301681147653,4.8541301681147653,9.1119506997165383e-17,8.8817841970012523e-16,-0.018412301459656086,0.028089353281941058,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,4.3362074322400138e-32
case92,0.5,ValueFirst,1,0.001,8,4.8669534239180123,4.8669534239180123,-2.3479114708382012e-16,8.8817841970012523e-16,-4.6931007083616759e-06,7.5654584192959881e-05,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,7.926349954487747e-33
case92,0.5,ValueFirst,1,0.001,9,4.8669797741923198,4.8669797741923198,-3.008581645566836e-16,8.8817841970012523e-16,2.4777634153901652e-06,7.5852631366317319e-05,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,6.480917308829729e-33
case92,0.5,ValueFirst,1,0.0001,0,2.8718452293036472,2.8718452293036472,-4.3996222410083855e-17,4.4408920985006262e-16,5.2140542835503211e-05,9.4121410342378702e-08,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,3.5163828351990533e-33
case92,0.5,ValueFirst,1,0.0001,1,2.871871553933107,2.871871553933107,-1.6258789819184433e-16,4.4408920985006262e-16,-5.8159576401859073e-05,6.5740218378600899e-08,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,8.0511287756305291e-33
case92,0.5,ValueFirst,1,0.0001,2,2.8719387949787984,2.8719387949787984,-1.8725633718144081e-16,4.4408920985006262e-16,-0.0018924707482412281,2.1641149339758255e-07,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,6.0611038178189677e-31
case92,0.5,ValueFirst,1,0.0001,3,2.8727835856910917,2.8727835856910917,-8.6038744781767836e-17,4.4408920985006262e-16,0.0064425234341599314,2.9400200299990064e-05,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,6.3154335147968581e-32
case92,0.5,ValueFirst,1,0.0001,4,4.4823442720956459,4.4823442720956459,-4.0577840163277109e-16,8.8817841970012523e-16,-0.094943566929960879,6.986441874647392,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,4.9303672845233548e-32
case92,0.5,ValueFirst,1,0.0001,5,4.5384012074252054,4.5384012074252054,-1.0510200371583371e-16,8.8817841970012523e-16,0.088660442000728049,2.9739907664313368,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,6.2577210267245709e-32
case92,0.5,ValueFirst,1,0.0001,6,4.692776861832642,4.692776861832642,5.9116859923117183e-17,8.8817841970012523e-16,-0.066246592817077579,1.0638461200522433,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,7.3955599734359126e-32
case92,0.5,ValueFirst,1,0.0001,7,4.8541301681147653,4.8541301681147653,9.1119506997165383e-17,8.8817841970012523e-16,-0.018412301459656086,0.028089353281941058,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,4.3362074322400138e-32
case92,0.5,ValueFirst,1,0.0001,8,4.8669534239180123,4.8669534239180123,-2.3479114708382012e-16,8.8817841970012523e-16,-4.6931007083616759e-06,7.5654584192959881e-05,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,7.926349954487747e-33
case92,0.5,ValueFirst,1,0.0001,9,4.8669797741923198,4.8669797741923198,-3.008581645566836e-16,8.8817841970012523e-16,2.4777634153901652e-06,7.5852631366317319e-05,1,1,1,TopologySeedReused,DDAccepted,NotAttempted,inf,6.480917308829729e-33
